X,Y,OBJECTID,NCESSCH,NMCNTY,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,GSLO,GSHI,VIRTUAL,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,TOTAL,MEMBER,AM,HI,BL,WH,HP,TR,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,STITLEI,AMALM,AMALF,ASALM,ASALF,HIALM,HIALF,BLALM,BLALF,WHALM,WHALF,HPALM,HPALF,TRALM,TRALF,TOTMENROL,TOTFENROL,STATUS,UG,AE,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL,AS,CHARTER_TEXT,MAGNET_TEXT
-84.21034299,30.88707519,19536,1.30246E+11,Grady County,2017-2018,GA,1302460,GA-665,Grady County,Northside Elementary School,985 1st St NW,,,Cairo,GA,39828,    ,(229)377-2422,PK,5,Not a virtual school,373,373,0,48,62,71,56,62,61,54,,,,,,,,,414,414,4,252,129,24,1,4,27,30.887081,-84.210347,32-Town: Distant,15.33,Yes,2,2,0,0,127,125,62,67,14,10,1,0,0,4,206,208,1,,,Regular school,Currently operational ,Elementary,0,No,No
-84.32858895,30.8813382,19537,1.30246E+11,Grady County,2017-2018,GA,1302460,GA-665,Grady County,Whigham Elementary School,211 W Broad Ave,,,Whigham,GA,39897,    ,(229)762-4167,PK,8,Not a virtual school,449,449,0,22,41,44,52,48,58,59,59,59,56,,,,,,498,498,2,32,85,368,0,9,33.09999847,30.881344,-84.328593,42-Rural: Distant,15.05,Not Applicable,2,0,1,1,15,17,32,53,173,195,0,0,5,4,228,270,1,,,Regular school,Currently operational ,Elementary,2,No,No
-84.19987599,30.87230419,19538,1.30246E+11,Grady County,2017-2018,GA,1302460,GA-665,Grady County,Cairo High School,455 5th St SE,,,Cairo,GA,39828,    ,(229)377-2222,9,12,Not a virtual school,1106,1106,0,,,,,,,,,,,341,303,297,285,,1226,1226,9,208,444,540,0,22,73,30.87231,-84.19988,32-Town: Distant,16.79,Not Applicable,6,3,1,2,107,101,220,224,278,262,0,0,12,10,624,602,1,,,Regular school,Currently operational ,High,3,Yes,No
-84.22454898,30.87474819,19539,1.30246E+11,Grady County,2017-2018,GA,1302460,GA-665,Grady County,Washington Middle School,1277 Booker Hill Blvd SW,,,Cairo,GA,39828,    ,(229)377-2106,6,8,Not a virtual school,602,602,0,,,,,,,,215,232,220,,,,,,667,667,0,149,311,195,0,12,48.79999924,30.874754,-84.224553,32-Town: Distant,13.67,Yes,0,0,0,0,74,75,173,138,109,86,0,0,8,4,364,303,1,,,Regular school,Currently operational ,Middle,0,No,No
-84.18437999,30.88647519,19540,1.30246E+11,Grady County,2017-2018,GA,1302460,GA-665,Grady County,Eastside Elementary School,1201 20th St NE,,,Cairo,GA,39828,    ,(229)377-8441,PK,5,Not a virtual school,612,612,0,83,108,98,91,96,103,99,,,,,,,,,678,678,1,148,280,221,0,26,45.59999847,30.886481,-84.184384,41-Rural: Fringe,14.87,Yes,0,1,1,1,79,69,130,150,117,104,0,0,13,13,340,338,1,,,Regular school,Currently operational ,Elementary,2,No,No
-83.17996916,33.56118656,19541,1.30249E+11,Greene County,2017-2018,GA,1302490,GA-666,Greene County,Anita White Carson Middle School,1010 S Main St,,,Greensboro,GA,30642,    ,(706)453-3308,6,8,Not a virtual school,268,268,0,,,,,,,,95,89,90,,,,,,274,274,1,42,204,22,1,3,25.5,33.561193,-83.179973,32-Town: Distant,10.75,Yes,0,1,1,0,25,17,107,97,14,8,0,1,2,1,149,125,1,,,Regular school,Currently operational ,Middle,1,No,No
-83.08675018,33.62455555,19542,1.30249E+11,Greene County,2017-2018,GA,1302490,GA-666,Greene County,Union Point Elementary,1401 Highway 77 N,,,Union Point,GA,30669,    ,(706)486-4117,KG,8,Not a virtual school,325,325,0,,44,46,42,50,36,38,26,28,22,,,,,,332,332,1,52,179,87,0,12,31,33.624562,-83.086754,42-Rural: Distant,10.71,Yes,1,0,0,1,25,27,93,86,43,44,0,0,4,8,166,166,1,,,Regular school,Currently operational ,Elementary,1,Yes,No
-83.17869316,33.56369256,19543,1.30249E+11,Greene County,2017-2018,GA,1302490,GA-666,Greene County,Greensboro Elementary,1441 Martin Luther King Jr Dr,,,Greensboro,GA,30642,    ,(706)453-3305,PK,5,Not a virtual school,461,461,0,89,76,63,67,86,73,67,,,,,,,,,521,521,3,90,375,29,0,18,34.5,33.563699,-83.178697,32-Town: Distant,15.1,Yes,3,0,3,3,42,48,205,170,16,13,0,0,15,3,284,237,1,,,Regular school,Currently operational ,Elementary,6,No,No
-83.18262216,33.56310656,19544,1.30249E+11,Greene County,2017-2018,GA,1302490,GA-666,Greene County,Greene County High School,1002 S Main St,,,Greensboro,GA,30642,    ,(706)453-2271,9,12,Not a virtual school,433,433,0,,,,,,,,,,,151,156,63,73,,443,443,1,46,323,64,0,9,36,33.563113,-83.182626,32-Town: Distant,12.31,Yes,1,0,0,0,23,23,164,159,41,23,0,0,3,6,232,211,1,,,Regular school,Currently operational ,High,0,No,No
-82.92403219,34.34786838,19545,1.30273E+11,Hart County,2017-2018,GA,1302730,GA-673,Hart County,Hart County High School,59 Fifth St,,,Hartwell,GA,30643,    ,(706)376-5461,9,12,Not a virtual school,552,447,105,,,,,,,,,,,274,256,246,244,,1020,1020,4,72,239,651,0,38,60.59999847,34.347875,-82.924036,32-Town: Distant,16.83,Not Applicable,2,2,10,6,33,39,129,110,346,305,0,0,18,20,538,482,1,,,Regular school,Currently operational ,High,16,No,No
-82.92835419,34.34942138,19546,1.30273E+11,Hart County,2017-2018,GA,1302730,GA-673,Hart County,Hartwell Elementary School,147 S College Ave,,,Hartwell,GA,30643,    ,(706)376-4425,PK,5,Not a virtual school,374,327,47,39,79,72,91,92,78,99,,,,,,,,,550,550,0,26,226,264,0,29,35,34.349428,-82.928358,32-Town: Distant,15.71,Yes,0,0,5,0,13,13,111,115,143,121,0,0,11,18,283,267,1,,,Regular school,Currently operational ,Elementary,5,No,No
-82.92018319,34.35018538,19547,1.30273E+11,Hart County,2017-2018,GA,1302730,GA-673,Hart County,Hart County Middle School,176 Powell Rd,,,Hartwell,GA,30643,    ,(706)376-5431,6,8,Not a virtual school,479,404,75,,,,,,,,260,263,272,,,,,,795,795,0,63,190,504,0,32,54.59999847,34.350192,-82.920187,32-Town: Distant,14.56,Yes,0,0,3,3,32,31,102,88,253,251,0,0,14,18,404,391,1,,,Regular school,Currently operational ,Middle,6,No,No
-83.46192604,34.19353844,19548,1.30144E+11,Jackson County,2017-2018,GA,1301440,GA-771,Commerce City,Commerce Elementary School,825 Lakeview Dr,,,Commerce,GA,30529,    ,(706)335-1801,3,4,Not a virtual school,137,123,14,,,,,130,105,,,,,,,,,,235,235,0,27,27,163,0,17,16.89999962,34.193545,-83.46193,32-Town: Distant,13.91,Yes,0,0,0,1,11,16,13,14,88,75,0,0,8,9,120,115,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.46426104,34.19806744,19549,1.30144E+11,Jackson County,2017-2018,GA,1301440,GA-771,Commerce City,Commerce High School,272 Lakeview Dr,,,Commerce,GA,30529,    ,(706)335-5942,9,12,Not a virtual school,230,202,28,,,,,,,,,,,143,118,127,91,,479,479,0,58,57,333,0,26,33.40000153,34.198074,-83.464265,32-Town: Distant,14.34,Not Applicable,0,0,4,1,32,26,28,29,180,153,0,0,12,14,256,223,1,,,Regular school,Currently operational ,High,5,No,No
-83.47531304,34.18786044,19550,1.30144E+11,Jackson County,2017-2018,GA,1301440,GA-771,Commerce City,Commerce Middle School,7690 Jefferson Rd,,,Commerce,GA,30529,    ,(706)335-5594,5,8,Not a virtual school,253,221,32,,,,,,,121,116,121,126,,,,,,484,484,0,56,39,358,0,28,33.79999924,34.187867,-83.475317,41-Rural: Fringe,14.32,Not Applicable,0,0,1,2,22,34,25,14,192,166,0,0,18,10,258,226,1,,,Regular school,Currently operational ,Middle,3,No,No
-83.47675604,34.06730846,19551,1.30294E+11,Jackson County,2017-2018,GA,1302940,GA-678,Jackson County,South Jackson Elementary School,1630 New Kings Bridge Rd,,,Athens,GA,30607,    ,(706)208-3552,PK,5,Not a virtual school,393,331,62,51,89,89,95,83,88,100,,,,,,,,,595,595,1,109,44,410,0,27,43.5,34.067315,-83.47676,41-Rural: Fringe,13.68,Yes,1,0,4,0,51,58,20,24,208,202,0,0,17,10,301,294,1,,,Regular school,Currently operational ,Elementary,4,No,No
-83.69648297,34.17826445,19552,1.30294E+11,Jackson County,2017-2018,GA,1302940,GA-678,Jackson County,North Jackson Elementary School,1880 Old Gainesville Hwy,,,Talmo,GA,30575,    ,(706)693-2246,PK,5,Not a virtual school,196,161,35,37,55,46,53,55,47,59,,,,,,,,,352,352,4,64,20,237,0,13,24,34.178271,-83.696487,41-Rural: Fringe,14.67,Yes,4,0,7,7,37,27,9,11,121,116,0,0,4,9,182,170,1,,,Regular school,Currently operational ,Elementary,14,No,No
-83.55640801,34.24442643,19553,1.30294E+11,Jackson County,2017-2018,GA,1302940,GA-678,Jackson County,Maysville Elementary School,9270 Highway 82 Spur,,,Maysville,GA,30558,    ,(706)652-2241,PK,5,Not a virtual school,285,249,36,24,63,48,52,60,47,55,,,,,,,,,349,349,0,68,22,239,0,15,28.20000076,34.244433,-83.556412,42-Rural: Distant,12.38,Yes,0,0,2,3,31,37,9,13,137,102,0,0,12,3,191,158,1,,,Regular school,Currently operational ,Elementary,5,No,No
-83.47168704,34.14893345,19554,1.30294E+11,Jackson County,2017-2018,GA,1302940,GA-678,Jackson County,East Jackson Middle School,1880 Hoods Mill Rd,,,Commerce,GA,30529,    ,(706)335-2083,6,7,Not a virtual school,378,338,40,,,,,,,,276,288,,,,,,,564,564,0,90,45,399,0,22,39,34.14894,-83.471691,41-Rural: Fringe,14.46,Yes,0,0,0,8,48,42,21,24,207,192,0,0,13,9,289,275,1,,,Regular school,Currently operational ,Middle,8,No,No
-83.68919798,34.09502247,19555,1.30294E+11,Jackson County,2017-2018,GA,1302940,GA-678,Jackson County,West Jackson Middle School,400 Gum Springs Church Rd,,,Jefferson,GA,30549,    ,(706)654-2775,6,8,Not a virtual school,357,292,65,,,,,,,,348,344,314,,,,,,1006,1006,5,111,52,777,1,25,63,34.095029,-83.689202,21-Suburb: Large,15.97,Not Applicable,2,3,16,19,63,48,23,29,398,379,1,0,14,11,517,489,1,,,Regular school,Currently operational ,Middle,35,No,No
-83.59741701,34.10299546,19556,1.30294E+11,Jackson County,2017-2018,GA,1302940,GA-678,Jackson County,Jackson County High School,1668 Winder Hwy,,,Jefferson,GA,30549,    ,(706)367-5003,9,12,Not a virtual school,371,304,67,,,,,,,,,,,330,310,277,273,,1190,1190,2,139,61,916,1,31,66,34.103002,-83.597421,31-Town: Fringe,18.03,Not Applicable,0,2,21,19,70,69,33,28,469,447,0,1,16,15,609,581,1,,,Regular school,Currently operational ,High,40,No,No
-83.76281096,34.10504847,19557,1.30294E+11,Jackson County,2017-2018,GA,1302940,GA-678,Jackson County,West Jackson Elementary School,391 E Jefferson St,,,Hoschton,GA,30548,    ,(706)654-2044,PK,5,Not a virtual school,363,292,71,68,134,142,139,145,132,120,,,,,,,,,880,880,0,138,43,622,0,47,55,34.105055,-83.762815,21-Suburb: Large,16,Not Applicable,0,0,16,14,57,81,23,20,325,297,0,0,26,21,447,433,1,,,Regular school,Currently operational ,Elementary,30,No,No
-83.58189701,34.12188846,19558,1.30303E+11,Jackson County,2017-2018,GA,1303030,GA-779,Jefferson City,Jefferson High School,575 Washington St,,,Jefferson,GA,30549,    ,(706)367-2881,9,12,Not a virtual school,239,192,47,,,,,,,,,,,267,308,263,265,,1103,1103,1,94,85,861,2,36,66,34.121895,-83.581901,31-Town: Fringe,16.71,Not Applicable,0,1,11,13,46,48,49,36,415,446,0,2,15,21,536,567,1,,,Regular school,Currently operational ,High,24,No,No
-83.58607401,34.12367046,19559,1.30303E+11,Jackson County,2017-2018,GA,1303030,GA-779,Jefferson City,Jefferson Elementary School,415 Hoschton St,,,Jefferson,GA,30549,    ,(706)367-8242,PK,2,Not a virtual school,262,190,72,116,257,265,264,,,,,,,,,,,,902,902,0,58,74,711,0,48,60.79999924,34.123677,-83.586078,31-Town: Fringe,14.84,No,0,0,6,5,28,30,36,38,368,343,0,0,20,28,458,444,1,,,Regular school,Currently operational ,Elementary,11,No,No
-83.58978501,34.12014746,19560,1.30303E+11,Jackson County,2017-2018,GA,1303030,GA-779,Jefferson City,Jefferson Middle School,100 Dragon Dr,,,Jefferson,GA,30549,    ,(706)367-2882,6,8,Not a virtual school,253,193,60,,,,,,,,262,311,296,,,,,,869,869,1,59,78,697,0,24,55.79999924,34.120154,-83.589789,31-Town: Fringe,15.57,Not Applicable,1,0,4,6,28,31,40,38,361,336,0,0,13,11,447,422,1,,,Regular school,Currently operational ,Middle,10,No,No
-82.6203214,31.86244292,19561,1.303E+11,Jeff Davis County,2017-2018,GA,1303000,GA-680,Jeff Davis County,Jeff Davis Middle School,93 Collins St,,,Hazlehurst,GA,31539,    ,(912)375-6730,6,8,Not a virtual school,582,582,0,,,,,,,,225,232,231,,,,,,688,688,1,154,97,421,0,12,45.79999924,31.862449,-82.620325,41-Rural: Fringe,15.02,Yes,1,0,1,2,89,65,55,42,218,203,0,0,6,6,370,318,1,,,Regular school,Currently operational ,Middle,3,No,No
-82.6099054,31.86352092,19562,1.303E+11,Jeff Davis County,2017-2018,GA,1303000,GA-680,Jeff Davis County,Jeff Davis Elementary School,81 Pat Dixon Rd,,,Hazlehurst,GA,31539,    ,(912)375-6730,3,5,Not a virtual school,596,596,0,,,,,228,243,233,,,,,,,,,704,704,0,157,102,425,0,16,42.5,31.863527,-82.609909,33-Town: Remote,16.56,Yes,0,0,1,3,73,84,54,48,215,210,0,0,8,8,351,353,1,,,Regular school,Currently operational ,Elementary,4,No,No
-82.6093424,31.87161092,19563,1.303E+11,Jeff Davis County,2017-2018,GA,1303000,GA-680,Jeff Davis County,Jeff Davis Primary School,71 Burketts Ferry Rd,,,Hazlehurst,GA,31539,    ,(912)375-6720,PK,2,Not a virtual school,746,746,0,184,257,226,214,,,,,,,,,,,,881,881,0,211,126,508,1,32,47.09999847,31.871617,-82.609346,33-Town: Remote,18.7,Yes,0,0,0,3,108,103,70,56,263,245,1,0,20,12,462,419,1,,,Regular school,Currently operational ,Elementary,3,No,No
-82.6139474,31.86800192,19564,1.303E+11,Jeff Davis County,2017-2018,GA,1303000,GA-680,Jeff Davis County,Jeff Davis High School,156 Collins St,,,Hazlehurst,GA,31539,    ,(912)375-6760,9,12,Not a virtual school,488,408,80,,,,,,,,,,,213,220,219,208,,860,860,1,178,129,535,0,11,51.70000076,31.868008,-82.613951,33-Town: Remote,16.63,Yes,0,1,3,3,95,83,56,73,283,252,0,0,4,7,441,419,1,,,Regular school,Currently operational ,High,6,No,No
-82.39938442,32.86437969,19565,1.30306E+11,Jefferson County,2017-2018,GA,1303060,GA-681,Jefferson County,Carver Elementary School,104 Bedingfield St,,,Wadley,GA,30477,    ,(478)252-5762,PK,5,Not a virtual school,206,206,0,24,28,34,26,34,30,30,,,,,,,,,206,206,0,10,186,8,0,1,18.20000076,32.864386,-82.399388,42-Rural: Distant,11.32,Yes,0,0,1,0,3,7,85,101,6,2,0,0,0,1,95,111,1,,,Regular school,Currently operational ,Elementary,1,No,No
-82.40922141,33.00848966,19566,1.30306E+11,Jefferson County,2017-2018,GA,1303060,GA-681,Jefferson County,Louisville Academy,425 W 9th St,,,Louisville,GA,30434,    ,(478)625-7794,PK,5,Not a virtual school,485,485,0,46,68,72,67,70,79,83,,,,,,,,,485,485,1,25,365,87,0,4,35.20000076,33.008496,-82.409225,32-Town: Distant,13.78,Yes,0,1,2,1,15,10,185,180,44,43,0,0,1,3,247,238,1,,,Regular school,Currently operational ,Elementary,3,No,No
-82.3964654,33.21333761,19567,1.30306E+11,Jefferson County,2017-2018,GA,1303060,GA-681,Jefferson County,Wrens Elementary School,1711 Ga Highway 17 N,,,Wrens,GA,30833,    ,(706)547-2063,PK,5,Not a virtual school,572,572,0,78,88,76,90,76,86,78,,,,,,,,,572,572,0,58,317,177,0,20,41.20000076,33.213344,-82.396469,42-Rural: Distant,13.88,Yes,0,0,0,0,33,25,170,147,98,79,0,0,14,6,315,257,1,,,Regular school,Currently operational ,Elementary,0,No,No
-82.41047241,33.10020464,19568,1.30306E+11,Jefferson County,2017-2018,GA,1303060,GA-681,Jefferson County,Jefferson County High School,1157 Warrior Trl,,,Louisville,GA,30434,    ,(478)625-9991,9,12,Not a virtual school,828,828,0,,,,,,,,,,,230,215,186,197,,828,828,1,28,569,210,0,13,52.90000153,33.100211,-82.410476,42-Rural: Distant,15.65,Yes,1,0,3,4,16,12,273,296,112,98,0,0,8,5,413,415,1,,,Regular school,Currently operational ,High,7,No,No
-82.39451741,33.00926066,19569,1.30306E+11,Jefferson County,2017-2018,GA,1303060,GA-681,Jefferson County,Louisville Middle School,1200 School St,,,Louisville,GA,30434,    ,(478)625-7764,6,8,Not a virtual school,291,291,0,,,,,,,,101,82,108,,,,,,291,291,0,19,231,37,0,1,24,33.009267,-82.394521,32-Town: Distant,12.13,Yes,0,0,0,3,9,10,126,105,18,19,0,0,1,0,154,137,1,,,Regular school,Currently operational ,Middle,3,No,No
-82.38155441,33.21349661,19570,1.30306E+11,Jefferson County,2017-2018,GA,1303060,GA-681,Jefferson County,Wrens Middle School,101 Griffin St,,,Wrens,GA,30833,    ,(706)547-6580,6,8,Not a virtual school,253,253,0,,,,,,,,90,83,80,,,,,,253,253,0,19,136,88,0,10,21.20000076,33.213503,-82.381558,42-Rural: Distant,11.93,Yes,0,0,0,0,12,7,77,59,52,36,0,0,9,1,150,103,1,,,Regular school,Currently operational ,Middle,0,No,No
-81.94193856,32.80946368,19571,1.30309E+11,Jenkins County,2017-2018,GA,1303090,GA-682,Jenkins County,Jenkins County High School,433 Barney Ave,,,Millen,GA,30442,    ,(478)982-4791,9,12,Not a virtual school,309,309,0,,,,,,,,,,,89,81,72,67,,309,309,0,16,162,124,0,6,31.10000038,32.80947,-81.941942,32-Town: Distant,9.94,Yes,0,0,1,0,4,12,87,75,53,71,0,0,3,3,148,161,1,,,Regular school,Currently operational ,High,1,No,No
-81.95156155,32.81367868,19572,1.30309E+11,Jenkins County,2017-2018,GA,1303090,GA-682,Jenkins County,Jenkins County Elementary School,220 Landrum Dr,,,Millen,GA,30442,    ,(478)982-5503,PK,5,Not a virtual school,603,603,0,71,96,95,72,83,94,92,,,,,,,,,603,603,0,52,308,224,0,18,46,32.813685,-81.951565,41-Rural: Fringe,13.11,Yes,0,0,0,1,26,26,172,136,117,107,0,0,10,8,325,278,1,,,Regular school,Currently operational ,Elementary,1,No,No
-81.94241456,32.80975468,19573,1.30309E+11,Jenkins County,2017-2018,GA,1303090,GA-682,Jenkins County,Jenkins County Middle School,409 Barney Ave,,,Millen,GA,30442,    ,(478)982-1063,6,8,Not a virtual school,240,240,0,,,,,,,,100,69,71,,,,,,240,240,1,9,125,100,0,5,18.5,32.809761,-81.942418,32-Town: Distant,12.97,Yes,0,1,0,0,4,5,60,65,58,42,0,0,3,2,125,115,1,,,Regular school,Currently operational ,Middle,0,No,No
-82.49177635,33.79664549,19574,1.30333E+11,Lincoln County,2017-2018,GA,1303330,GA-690,Lincoln County,Lincoln County Elementary School,175 Rowland York Dr,,,Lincolnton,GA,30817,    ,(706)359-3449,PK,5,Not a virtual school,378,340,38,57,66,72,76,84,83,90,,,,,,,,,528,528,0,2,215,298,0,13,36,33.796652,-82.49178,42-Rural: Distant,14.67,Yes,0,0,0,0,2,0,103,112,153,145,0,0,8,5,266,262,1,,,Regular school,Currently operational ,Elementary,0,No,No
-82.48905535,33.79142849,19575,1.30333E+11,Lincoln County,2017-2018,GA,1303330,GA-690,Lincoln County,Lincoln County Middle School,200 Charles Ward Elam Dr # B,,,Lincolnton,GA,30817,    ,(706)359-3069,6,8,Not a virtual school,157,147,10,,,,,,,,81,83,76,,,,,,240,240,0,4,92,136,0,7,18.70000076,33.791435,-82.489059,42-Rural: Distant,12.83,Yes,0,0,0,1,2,2,49,43,61,75,0,0,3,4,115,125,1,,,Regular school,Currently operational ,Middle,1,No,No
-82.47135935,33.79424349,19576,1.30333E+11,Lincoln County,2017-2018,GA,1303330,GA-690,Lincoln County,Lincoln County High School,200 Charles Ward Elam Dr,,,Lincolnton,GA,30817,    ,(706)359-3121,9,12,Not a virtual school,223,187,36,,,,,,,,,,,93,96,89,91,,369,369,0,7,119,227,0,14,28.79999924,33.79425,-82.471363,42-Rural: Distant,12.81,Yes,0,0,1,1,4,3,63,56,125,102,0,0,10,4,203,166,1,,,Regular school,Currently operational ,High,2,No,No
-83.99049287,34.54233838,19577,1.30342E+11,Lumpkin County,2017-2018,GA,1303420,GA-693,Lumpkin County,Lumpkin County Middle School,152 School Dr,,,Dahlonega,GA,30533,    ,(706)864-6180,6,8,Not a virtual school,439,358,81,,,,,,,,305,287,285,,,,,,877,877,4,70,8,759,0,29,60.09999847,34.542345,-83.990497,31-Town: Fringe,14.59,Yes,1,3,3,4,42,28,5,3,393,366,0,0,16,13,460,417,1,,,Regular school,Currently operational ,Middle,7,No,No
-83.98967687,34.54394738,19578,1.30342E+11,Lumpkin County,2017-2018,GA,1303420,GA-693,Lumpkin County,Lumpkin County Elementary School,153 School Dr,,,Dahlonega,GA,30533,    ,(706)864-3254,PK,5,Not a virtual school,307,239,68,32,101,79,95,83,101,110,,,,,,,,,601,601,3,51,12,516,0,17,38,34.543954,-83.989681,31-Town: Fringe,15.82,Yes,1,2,2,0,26,25,3,9,276,240,0,0,9,8,317,284,1,,,Regular school,Currently operational ,Elementary,2,No,No
-83.91876289,34.52270938,19579,1.30342E+11,Lumpkin County,2017-2018,GA,1303420,GA-693,Lumpkin County,Long Branch Elementary School,4518 Highway 52 E,,,Dahlonega,GA,30533,    ,(706)864-5361,KG,5,Not a virtual school,310,259,51,,111,62,77,79,62,89,,,,,,,,,480,480,2,23,6,431,1,15,32,34.522716,-83.918767,42-Rural: Distant,15,Yes,1,1,0,2,10,13,3,3,219,212,1,0,10,5,244,236,1,,,Regular school,Currently operational ,Elementary,2,No,No
-84.00166386,34.55491338,19580,1.30342E+11,Lumpkin County,2017-2018,GA,1303420,GA-693,Lumpkin County,Lumpkin County High School,2001 Indian Dr,,,Dahlonega,GA,30533,    ,(706)864-6186,9,12,Not a virtual school,484,380,104,,,,,,,,,,,338,269,279,232,,1118,1118,2,101,13,964,3,30,68.90000153,34.55492,-84.001668,41-Rural: Fringe,16.23,Not Applicable,1,1,2,3,53,48,6,7,511,453,2,1,13,17,588,530,1,,,Regular school,Currently operational ,High,5,No,No
-84.01821898,32.29099287,19581,1.30345E+11,Macon County,2017-2018,GA,1303450,GA-694,Macon County,Macon County High School,615 Vienna Rd,,,Montezuma,GA,31063,    ,(478)472-8579,9,12,Not a virtual school,440,440,0,,,,,,,,,,,108,94,118,123,,443,443,0,33,375,24,0,7,29.29999924,32.290999,-84.018223,32-Town: Distant,15.12,Yes,0,0,3,1,15,18,202,173,10,14,0,0,3,4,233,210,1,,,Regular school,Currently operational ,High,4,No,No
-84.01826298,32.29074187,19582,1.30345E+11,Macon County,2017-2018,GA,1303450,GA-694,Macon County,Macon County Middle School,615 Vienna Rd,,,Montezuma,GA,31063,    ,(478)472-7045,6,8,Not a virtual school,271,271,0,,,,,,,,87,81,106,,,,,,274,274,0,25,225,20,0,3,15.19999981,32.290748,-84.018267,32-Town: Distant,18.03,Yes,0,0,0,1,14,11,124,101,9,11,0,0,1,2,148,126,1,,,Regular school,Currently operational ,Middle,1,No,No
-84.07372196,32.28779187,19583,1.30345E+11,Macon County,2017-2018,GA,1303450,GA-694,Macon County,Macon County Elementary School,400 Ga Highway 128,,,Oglethorpe,GA,31068,    ,(478)472-6563,PK,5,Not a virtual school,650,650,0,73,83,85,85,104,115,108,,,,,,,,,653,653,1,73,500,55,0,14,35.79999924,32.287798,-84.073726,41-Rural: Fringe,18.24,Yes,0,1,6,4,36,37,249,251,30,25,0,0,7,7,328,325,1,,,Regular school,Currently operational ,Elementary,10,No,No
-84.71283783,31.19126214,19584,1.30366E+11,Miller County,2017-2018,GA,1303660,GA-700,Miller County,Miller County Elementary School,996 Phillipsburg Rd,,,Colquitt,GA,39837,    ,(229)758-4140,PK,5,Not a virtual school,465,465,0,65,77,67,71,78,67,88,,,,,,,,,513,513,0,12,193,296,0,11,35.70000076,31.191268,-84.712842,43-Rural: Remote,14.37,Yes,0,0,1,0,9,3,91,102,158,138,0,0,5,6,264,249,1,,,Regular school,Currently operational ,Elementary,1,No,No
-84.71283783,31.19126214,19585,1.30366E+11,Miller County,2017-2018,GA,1303660,GA-700,Miller County,Miller County Middle School,996 Phillipsburg Rd,,,Colquitt,GA,39837,    ,(229)758-4131,6,8,Not a virtual school,193,193,0,,,,,,,,75,72,66,,,,,,213,213,0,6,77,126,0,3,14,31.191268,-84.712842,43-Rural: Remote,15.21,Yes,0,0,0,1,3,3,39,38,58,68,0,0,0,3,100,113,1,,,Regular school,Currently operational ,Middle,1,No,No
-84.71283783,31.19126214,19586,1.30366E+11,Miller County,2017-2018,GA,1303660,GA-700,Miller County,Miller County High School,996 Phillipsburg Rd,,,Colquitt,GA,39837,    ,(229)758-4130,9,12,Not a virtual school,253,253,0,,,,,,,,,,,82,77,67,53,,279,279,0,3,108,162,0,3,18.60000038,31.191268,-84.712842,43-Rural: Remote,15,Yes,0,0,1,2,2,1,49,59,82,80,0,0,2,1,136,143,1,,,Regular school,Currently operational ,High,3,No,No
-84.23706096,31.24027011,19587,1.30369E+11,Mitchell County,2017-2018,GA,1303690,GA-701,Mitchell County,Mitchell County Middle School,55 Griffin Rd,,,Camilla,GA,31730,    ,(229)336-0980,5,7,Not a virtual school,322,322,0,,,,,,,102,115,113,,,,,,,330,330,0,16,275,28,0,11,28.70000076,31.240276,-84.237065,41-Rural: Fringe,11.5,Yes,0,0,0,0,8,8,161,114,14,14,0,0,3,8,186,144,1,,,Regular school,Currently operational ,Middle,0,No,No
-84.23951096,31.24380611,19588,1.30369E+11,Mitchell County,2017-2018,GA,1303690,GA-701,Mitchell County,Mitchell County High School,1000 Newton Rd,,,Camilla,GA,31730,    ,(229)336-0970,8,12,Not a virtual school,449,449,0,,,,,,,,,,106,96,98,85,75,,460,460,0,38,376,40,0,6,42.09999847,31.243812,-84.239515,41-Rural: Fringe,10.93,Yes,0,0,0,0,19,19,194,182,21,19,0,0,1,5,235,225,1,,,Regular school,Currently operational ,High,0,No,No
-84.23392496,31.23951211,19589,1.30369E+11,Mitchell County,2017-2018,GA,1303690,GA-701,Mitchell County,Mitchell County Primary School,50 Griffin Rd,,,Camilla,GA,31730,    ,(229)336-8250,PK,1,Not a virtual school,232,232,0,3,124,111,,,,,,,,,,,,,238,238,0,23,192,21,0,2,22.10000038,31.239518,-84.233929,41-Rural: Fringe,10.77,Yes,0,0,0,0,10,13,104,88,10,11,0,0,2,0,126,112,1,,,Regular school,Currently operational ,Elementary,0,No,No
-84.15606998,31.37651408,19590,1.30369E+11,Mitchell County,2017-2018,GA,1303690,GA-701,Mitchell County,Baconton Community Charter School,260 E Walton St,,,Baconton,GA,31716,    ,(229)787-9999,KG,12,Not a virtual school,765,765,0,,62,59,67,71,70,66,77,56,62,58,51,40,46,,785,785,0,40,144,577,2,10,53.5,31.37652,-84.156074,42-Rural: Distant,14.67,Not Applicable,0,0,5,7,21,19,67,77,317,260,2,0,2,8,414,371,1,,,Regular school,Currently operational ,Other,12,Yes,No
