X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LCITY,LSTATE,LZIP,LZIP4,PHONE,GSLO,GSHI,VIRTUAL,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,TOTAL,MEMBER,AM,HI,BL,WH,HP,TR,FTE,LATCOD,LONCOD,ULOCALE,NMCNTY,STUTERATIO,TITLEI,STITLEI,AMALM,AMALF,ASALM,ASALF,HIALM,HIALF,BLALM,BLALF,WHALM,WHALF,HPALM,HPALF,TRALM,TRALF,TOTMENROL,TOTFENROL,STATUS,UG,AE,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL,AS,CHARTER_TEXT,MAGNET_TEXT
-9404180.081,4035179.932,19520,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Rocky Mount Elementary School,2400 Rocky Mountain Rd NE,,Marietta,GA,30066,    ,(770)591-5050,PK,5,Not Virtual,54,39,15,20,87,88,97,95,113,98,,,,,,,,,598,598,0,64,47,374,1,42,37.70000076,34.047357,-84.479245,21-Suburb: Large,Cobb County,15.9,Not Applicable,Not Applicable,0,0,31,39,26,38,29,18,202,172,1,0,23,19,312,286,1,,,Regular school,Currently operational ,Elementary,70,No,No
-9402298.031,4029728.159,19521,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Murdock Elementary School,2320 Murdock Rd,,Marietta,GA,30062,    ,(770)509-5071,PK,5,Not Virtual,70,46,24,1,144,148,181,162,176,155,,,,,,,,,967,967,6,87,65,627,1,22,62.79999924,34.006905,-84.462333,21-Suburb: Large,Cobb County,15.4,Not Applicable,Not Applicable,1,5,77,82,44,43,34,31,322,305,0,1,11,11,489,478,1,,,Regular school,Currently operational ,Elementary,159,No,No
-9406204.813,4030342.89,19522,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Sprayberry High School,2525 Sandy Plains Rd,,Marietta,GA,30066,    ,(770)578-3200,9,12,Not Virtual,672,508,164,,,,,,,,,,,534,461,352,423,,1770,1770,9,377,503,660,2,87,95.80000305,34.011465,-84.49743,21-Suburb: Large,Cobb County,18.5,Not Applicable,Not Applicable,6,3,67,65,193,184,272,231,334,326,1,1,46,41,919,851,1,,,Regular school,Currently operational ,High,132,No,No
-9404003.426,4021027.117,19523,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Eastvalley Elementary School,2570 Lower Roswell Rd,,Marietta,GA,30068,    ,(770)578-7214,PK,5,Not Virtual,183,149,34,8,129,121,134,125,103,102,,,,,,,,,722,722,2,135,148,282,0,26,53.20000076,33.941979,-84.477663,21-Suburb: Large,Cobb County,13.6,Not Applicable,Not Applicable,1,1,57,72,67,68,79,69,139,143,0,0,10,16,353,369,1,,,Regular school,Currently operational ,Elementary,129,No,No
-9405097.325,4021567.667,19524,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Sedalia Park Elementary School,2230 Lower Roswell Rd,,Marietta,GA,30068,    ,(770)509-5162,PK,5,Not Virtual,416,355,61,25,101,110,127,127,108,128,,,,,,,,,726,726,1,266,251,159,1,14,62.70000076,33.945964,-84.487404,21-Suburb: Large,Cobb County,11.6,1-Yes,1-Yes,1,0,16,18,143,123,132,119,83,76,0,1,9,5,384,342,1,,,Regular school,Currently operational ,Elementary,34,No,No
-9415859.659,4005313.216,19525,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Mableton Elementary School,5220 Church St SW,,Mableton,GA,30126,    ,(770)819-2513,PK,5,Not Virtual,820,735,85,1,156,179,165,182,168,191,,,,,,,,,1042,1042,0,490,383,132,0,32,77.69999695,33.824867,-84.584114,21-Suburb: Large,Cobb County,13.4,1-Yes,1-Yes,0,0,2,3,256,234,199,184,64,68,0,0,16,16,537,505,1,,,Regular school,Currently operational ,Elementary,5,No,No
-9420846.75,4033113.69,19526,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Kennesaw Elementary School,3155 Jiles Rd NW,,Kennesaw,GA,30144,    ,(678)594-8172,PK,2,Not Virtual,292,247,45,41,198,197,199,,,,,,,,,,,,635,635,1,116,167,286,0,41,46.70000076,34.032068,-84.62888,21-Suburb: Large,Cobb County,13.6,Not Applicable,Not Applicable,0,1,16,8,69,47,88,79,161,125,0,0,15,26,349,286,1,,,Regular school,Currently operational ,Elementary,24,No,No
-9414833.704,4007112.673,19527,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Floyd Middle School,4803 Floyd Rd SW,,Mableton,GA,30126,    ,(770)819-2453,6,8,Not Virtual,748,665,83,,,,,,,,323,313,310,,,,,,946,946,0,390,444,71,0,33,60.70000076,33.838235,-84.574943,21-Suburb: Large,Cobb County,15.6,1-Yes,1-Yes,0,0,6,2,211,179,217,227,31,40,0,0,16,17,481,465,1,,,Regular school,Currently operational ,Middle,8,No,No
-9425120.429,4024786.923,19528,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Due West Elementary School,3900 Due West Rd NW,,Marietta,GA,30064,    ,(678)594-8071,PK,5,Not Virtual,65,46,19,6,84,87,92,87,96,110,,,,,,,,,562,562,1,42,42,421,0,36,39.70000076,33.970082,-84.667298,21-Suburb: Large,Cobb County,14.2,Not Applicable,Not Applicable,0,1,16,4,21,21,19,23,194,227,0,0,19,17,269,293,1,,,Regular school,Currently operational ,Elementary,20,No,No
-9401978.694,4019798.691,19529,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Brumby Elementary School,815 Terrell Mill Rd SE,,Marietta,GA,30067,    ,(770)916-7070,PK,5,Not Virtual,671,584,87,21,153,177,142,133,167,161,,,,,,,,,954,954,1,230,559,71,1,46,75.5,33.932913,-84.45949,21-Suburb: Large,Cobb County,12.6,1-Yes,1-Yes,1,0,28,18,118,112,299,260,35,36,0,1,23,23,504,450,1,,,Regular school,Currently operational ,Elementary,46,No,No
-9411762.634,4030908.472,19530,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Bells Ferry Elementary School,2600 Bells Ferry Rd,,Marietta,GA,30066,    ,(678)594-8950,PK,5,Not Virtual,312,255,57,18,128,127,128,118,135,119,,,,,,,,,773,773,8,165,236,229,0,22,45.20000076,34.015612,-84.547374,21-Suburb: Large,Cobb County,17.1,Not Applicable,Not Applicable,5,3,65,48,83,82,133,103,116,113,0,0,11,11,413,360,1,,,Regular school,Currently operational ,Elementary,113,No,No
-9418842.401,4012979.231,19531,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Hollydale Elementary School,2901 Bay Berry Dr SW,,Marietta,GA,30008,    ,(678)594-8143,PK,5,Not Virtual,477,413,64,5,101,95,99,96,100,114,,,,,,,,,610,610,4,285,227,52,2,24,59.20000076,33.882065,-84.610981,21-Suburb: Large,Cobb County,10.3,1-Yes,1-Yes,2,2,14,2,147,138,120,107,30,22,1,1,14,10,328,282,1,,,Regular school,Currently operational ,Elementary,16,No,No
-9404907.082,4010679.705,19532,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Teasley Elementary School,3640 Spring Hill Rd SE,,Smyrna,GA,30080,    ,(770)437-5945,PK,5,Not Virtual,229,180,49,7,191,188,165,126,121,130,,,,,,,,,928,928,4,60,412,202,0,20,63.20000076,33.864895,-84.48573,21-Suburb: Large,Cobb County,14.7,Not Applicable,Not Applicable,0,4,126,104,28,32,185,227,106,96,0,0,8,12,453,475,1,,,Regular school,Currently operational ,Elementary,230,No,No
-9415615.06,4002851.689,19533,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Pebblebrook High School,991 Old Alabama Rd SW,,Mableton,GA,30126,    ,(770)819-2521,9,12,Not Virtual,1746,1518,228,,,,,,,,,,,799,675,449,567,,2490,2490,6,830,1443,155,0,45,143.1999969,33.806464,-84.581988,21-Suburb: Large,Cobb County,17.4,1-Yes,1-Yes,5,1,5,6,420,410,692,751,53,102,0,0,11,34,1186,1304,1,,,Regular school,Currently operational ,High,11,No,No
-9403446.285,4032687.369,19534,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Mountain View Elementary School,3151 Sandy Plains Rd,,Marietta,GA,30066,    ,(770)578-7265,PK,5,Not Virtual,81,65,16,21,147,129,137,122,134,143,,,,,,,,,833,833,1,100,60,517,2,49,55.20000076,34.028958,-84.472682,21-Suburb: Large,Cobb County,15.1,Not Applicable,Not Applicable,0,1,53,51,53,47,31,29,269,248,1,1,18,31,425,408,1,,,Regular school,Currently operational ,Elementary,104,No,No
-9412510.018,4003816.61,19535,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Lindley Middle School,50 Veterans Memorial Hwy SE,,Mableton,GA,30126,    ,(770)819-2496,6,8,Not Virtual,934,843,91,,,,,,,,5,573,530,,,,,,1108,1108,1,433,624,26,1,17,65.19999695,33.813648,-84.554028,21-Suburb: Large,Cobb County,17,1-Yes,1-Yes,1,0,3,3,213,220,322,302,14,12,0,1,10,7,563,545,1,,,Regular school,Currently operational ,Middle,6,No,No
-9410023.267,4031769.194,19536,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Daniell Middle School,2900 Scott Rd,,Marietta,GA,30066,    ,(678)594-8048,6,8,Not Virtual,475,385,90,,,,,,,,345,358,370,,,,,,1073,1073,2,255,320,350,1,62,57.90000153,34.022,-84.531689,21-Suburb: Large,Cobb County,18.5,Not Applicable,Not Applicable,2,0,34,49,116,139,152,168,157,193,0,1,25,37,486,587,1,,,Regular school,Currently operational ,Middle,83,No,No
-9422905.454,4034564.94,19537,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Awtrey Middle School,3601 Nowlin Rd NW,,Kennesaw,GA,30144,    ,(770)975-6615,6,8,Not Virtual,267,196,71,,,,,,,,238,255,300,,,,,,793,793,2,131,255,315,0,46,51.5,34.042859,-84.647409,21-Suburb: Large,Cobb County,15.4,Not Applicable,Not Applicable,1,1,26,18,72,59,123,132,166,149,0,0,23,23,411,382,1,,,Regular school,Currently operational ,Middle,44,No,No
-9426234.711,4011506.172,19538,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Compton Elementary School,3450 New Macland Rd,,Powder Springs,GA,30127,    ,(770)222-3700,KG,5,Not Virtual,418,378,40,,84,83,90,71,92,74,,,,,,,,,494,494,1,160,263,54,0,11,48.70000076,33.871009,-84.677369,21-Suburb: Large,Cobb County,10.1,1-Yes,1-Yes,1,0,3,2,94,66,113,150,33,21,0,0,6,5,250,244,1,,,Regular school,Currently operational ,Elementary,5,No,No
-9414167.853,4009787.843,19539,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Russell Elementary School,3920 S Hurt Rd SW,,Smyrna,GA,30082,    ,(770)437-5937,PK,5,Not Virtual,449,386,63,22,99,105,84,104,101,125,,,,,,,,,640,640,1,232,255,115,0,30,53,33.858299,-84.568944,21-Suburb: Large,Cobb County,12.1,1-Yes,1-Yes,1,0,3,4,111,121,144,111,66,49,0,0,15,15,340,300,1,,,Regular school,Currently operational ,Elementary,7,No,No
-9412639.112,4014910.862,19540,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,LaBelle Elementary School,230 Cresson Dr SW,,Marietta,GA,30060,    ,(678)842-6955,PK,5,Not Virtual,366,329,37,12,71,43,53,71,85,71,,,,,,,,,406,406,1,277,96,17,2,5,43.5,33.896545,-84.555158,21-Suburb: Large,Cobb County,9.3,1-Yes,1-Yes,0,1,6,2,152,125,36,60,6,11,0,2,4,1,204,202,1,,,Regular school,Currently operational ,Elementary,8,No,No
-9412897.299,4003383.203,19541,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Harmony-Leland Elementary School,5891 Dodgen Rd SW,,Mableton,GA,30126,    ,(770)819-2483,PK,5,Not Virtual,364,324,40,17,95,93,103,101,98,108,,,,,,,,,615,615,0,148,384,65,0,13,48.79999924,33.810342,-84.557563,21-Suburb: Large,Cobb County,12.6,1-Yes,1-Yes,0,0,3,2,78,70,188,196,32,33,0,0,5,8,306,309,1,,,Regular school,Currently operational ,Elementary,5,No,No
-9411715.073,4017759.794,19542,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Fair Oaks Elementary School,407 Barber Rd SE,,Marietta,GA,30060,    ,(678)594-8080,PK,5,Not Virtual,785,749,36,18,111,126,141,121,150,160,,,,,,,,,827,827,0,679,95,39,0,13,76.30000305,33.917741,-84.54686,21-Suburb: Large,Cobb County,10.8,1-Yes,1-Yes,0,0,0,1,346,333,59,36,21,18,0,0,6,7,432,395,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9418618.186,4006711.86,19543,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,South Cobb High School,1920 Clay Rd,,Austell,GA,30106,    ,(770)819-2611,9,12,Not Virtual,1436,1207,229,,,,,,,,,,,683,483,401,412,,1979,1979,3,547,1209,145,0,51,116.9000015,33.835326,-84.608936,21-Suburb: Large,Cobb County,16.9,1-Yes,1-Yes,2,1,18,6,267,280,588,621,80,65,0,0,21,30,976,1003,1,,,Regular school,Currently operational ,High,24,No,No
-9431486.785,4023500.75,19544,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Vaughan Elementary School,5950 Nichols Rd,,Powder Springs,GA,30127,    ,(678)594-8298,PK,5,Not Virtual,127,91,36,16,108,127,109,132,144,123,,,,,,,,,759,759,1,59,139,498,0,35,61.09999847,33.960367,-84.724473,21-Suburb: Large,Cobb County,12.4,Not Applicable,Not Applicable,0,1,11,16,25,34,60,79,252,246,0,0,19,16,367,392,1,,,Regular school,Currently operational ,Elementary,27,No,No
-9429040.8,4032203.679,19545,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Frey Elementary School,2865 Mars Hill Rd NW,,Acworth,GA,30101,    ,(770)975-6655,PK,5,Not Virtual,142,132,10,11,121,133,126,122,154,146,,,,,,,,,813,813,3,78,144,512,2,46,55.29999924,34.02529,-84.702515,41-Rural: Fringe,Cobb County,14.7,Not Applicable,Not Applicable,2,1,15,13,47,31,86,58,276,236,2,0,28,18,456,357,1,,,Regular school,Currently operational ,Elementary,28,No,No
-9410458.109,4015983.221,19546,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Green Acres Elementary School,2000 Gober Ave SE,,Smyrna,GA,30080,    ,(678)842-6905,PK,5,Not Virtual,592,539,53,12,91,95,114,104,100,102,,,,,,,,,618,618,0,481,113,17,0,7,57.09999847,33.904527,-84.535674,21-Suburb: Large,Cobb County,10.8,1-Yes,1-Yes,0,0,0,0,236,245,61,52,8,9,0,0,1,6,306,312,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9397276.968,4024704.997,19547,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Dickerson Middle School,855 Woodlawn Dr NE,,Marietta,GA,30068,    ,(770)578-2710,6,8,Not Virtual,56,42,14,,,,,,,,446,448,409,,,,,,1303,1303,2,82,63,864,1,50,72,33.969354,-84.417171,21-Suburb: Large,Cobb County,18.1,Not Applicable,Not Applicable,0,2,124,117,32,50,37,26,432,432,0,1,25,25,650,653,1,,,Regular school,Currently operational ,Middle,241,No,No
-9403602.557,4034507.543,19548,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Lassiter High School,2601 Shallowford Rd,,Marietta,GA,30066,    ,(678)494-7863,9,12,Not Virtual,140,114,26,,,,,,,,,,,568,504,518,530,,2120,2120,3,200,142,1539,1,89,118.5,34.04254,-84.474009,21-Suburb: Large,Cobb County,17.9,Not Applicable,Not Applicable,2,1,71,75,105,95,67,75,776,763,1,0,38,51,1060,1060,1,,,Regular school,Currently operational ,High,146,No,No
-9397677.838,4031121.597,19549,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Tritt Elementary School,4435 Post Oak Tritt Rd,,Marietta,GA,30062,    ,(770)642-5630,PK,5,Not Virtual,30,23,7,33,133,126,160,159,140,166,,,,,,,,,917,917,1,49,34,743,0,36,61.20000076,34.017329,-84.420799,21-Suburb: Large,Cobb County,15,Not Applicable,Not Applicable,0,1,28,26,25,24,15,19,400,343,0,0,17,19,485,432,1,,,Regular school,Currently operational ,Elementary,54,No,No
-9406986.169,4035130.732,19550,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,McCleskey Middle School,4080 Maybreeze Rd,,Marietta,GA,30066,    ,(770)928-5560,6,8,Not Virtual,231,172,59,,,,,,,,258,231,195,,,,,,684,684,0,121,126,389,0,26,44.20000076,34.047097,-84.504444,21-Suburb: Large,Cobb County,15.5,Not Applicable,Not Applicable,0,0,10,12,58,63,68,58,199,190,0,0,12,14,347,337,1,,,Regular school,Currently operational ,Middle,22,No,No
-9399281.317,4035557.144,19551,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Garrison Mill Elementary School,4111 Wesley Chapel Rd,,Marietta,GA,30062,    ,(770)642-5600,PK,5,Not Virtual,26,21,5,11,95,99,112,112,120,133,,,,,,,,,682,682,6,50,49,513,1,30,45.5,34.050146,-84.435263,21-Suburb: Large,Cobb County,15,Not Applicable,Not Applicable,3,3,20,13,23,27,29,20,254,259,0,1,14,16,343,339,1,,,Regular school,Currently operational ,Elementary,33,No,No
-9405905.859,4036738.061,19552,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Keheley Elementary School,1985 Kemp Rd,,Marietta,GA,30066,    ,(678)494-7836,KG,5,Not Virtual,103,80,23,,59,76,85,79,91,92,,,,,,,,,482,482,3,71,57,312,0,23,35.70000076,34.059025,-84.49471,21-Suburb: Large,Cobb County,13.5,Not Applicable,Not Applicable,1,2,7,9,28,43,33,24,164,148,0,0,13,10,246,236,1,,,Regular school,Currently operational ,Elementary,16,No,No
-9425745.514,4030777.32,19553,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Lewis Elementary School,4179 Jim Owens Rd NW,,Kennesaw,GA,30152,    ,(770)975-6673,PK,5,Not Virtual,211,163,48,22,79,85,82,91,77,104,,,,,,,,,540,540,0,110,121,247,1,36,44.70000076,34.014594,-84.672995,21-Suburb: Large,Cobb County,12.1,Not Applicable,Not Applicable,0,0,14,11,60,50,60,61,118,129,1,0,21,15,274,266,1,,,Regular school,Currently operational ,Elementary,25,No,No
-9415166.63,4014755.337,19554,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Milford Elementary School,2390 Austell Rd SW,,Marietta,GA,30008,    ,(678)842-6966,PK,5,Not Virtual,345,304,41,11,71,58,65,52,65,73,,,,,,,,,395,395,1,224,139,20,0,7,39,33.89531,-84.577901,21-Suburb: Large,Cobb County,10.1,1-Yes,1-Yes,0,1,1,3,124,100,69,70,14,6,0,0,3,4,211,184,1,,,Regular school,Currently operational ,Elementary,4,No,No
-9401217.721,4032064.314,19555,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Pope High School,3001 Hembree Rd NE,,Marietta,GA,30062,    ,(770)578-7900,9,12,Not Virtual,101,74,27,,,,,,,,,,,482,462,494,503,,1941,1941,4,116,106,1521,0,64,106,34.024251,-84.452555,21-Suburb: Large,Cobb County,18.3,Not Applicable,Not Applicable,2,2,70,60,58,58,51,55,787,734,0,0,32,32,1000,941,1,,,Regular school,Currently operational ,High,130,No,No
-9404146.109,4038673.718,19556,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Davis Elementary School,2433 Jamerson Rd,,Marietta,GA,30066,    ,(678)494-7636,PK,5,Not Virtual,39,31,8,1,94,95,93,120,98,109,,,,,,,,,610,610,1,47,35,457,0,19,42.5,34.073338,-84.478895,21-Suburb: Large,Cobb County,14.4,Not Applicable,Not Applicable,1,0,33,18,26,21,20,15,241,216,0,0,12,7,333,277,1,,,Regular school,Currently operational ,Elementary,51,No,No
-9420235.254,4036549.434,19557,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Baker Elementary School,2361 Baker Rd NW,,Acworth,GA,30101,    ,(770)975-6629,PK,5,Not Virtual,294,224,70,25,139,114,139,143,138,136,,,,,,,,,834,834,3,145,283,276,1,63,62.20000076,34.057708,-84.623444,21-Suburb: Large,Cobb County,13.4,Not Applicable,Not Applicable,2,1,35,28,77,68,153,130,140,136,0,1,37,26,444,390,1,,,Regular school,Currently operational ,Elementary,63,No,No
-9405572.933,4032203.679,19558,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Addison Elementary School,3055 Ebenezer Rd,,Marietta,GA,30066,    ,(770)578-2700,PK,5,Not Virtual,159,132,27,11,93,98,110,90,111,84,,,,,,,,,597,597,4,105,97,326,0,23,44,34.025335,-84.49169,21-Suburb: Large,Cobb County,13.6,Not Applicable,Not Applicable,2,2,22,20,60,45,47,50,154,172,0,0,14,9,299,298,1,,,Regular school,Currently operational ,Elementary,42,No,No
-9404003.426,4033220.273,19559,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Simpson Middle School,3340 Trickum Rd NE,,Marietta,GA,30066,    ,(770)971-4711,6,8,Not Virtual,105,86,19,,,,,,,,303,273,326,,,,,,902,902,1,111,100,557,1,41,55.5,34.032895,-84.477687,21-Suburb: Large,Cobb County,16.3,Not Applicable,Not Applicable,0,1,47,44,48,63,55,45,283,274,0,1,19,22,452,450,1,,,Regular school,Currently operational ,Middle,91,No,No
-9426601.609,4009149.672,19560,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Powder Springs Elementary School,4570 Grady Grier Dr,,Powder Springs,GA,30127,    ,(770)222-3746,PK,5,Not Virtual,525,439,86,12,121,117,125,107,113,145,,,,,,,,,740,740,2,123,504,77,0,31,54.20000076,33.853486,-84.680573,21-Suburb: Large,Cobb County,13.7,1-Yes,1-Yes,1,1,3,0,69,54,254,250,43,34,0,0,12,19,382,358,1,,,Regular school,Currently operational ,Elementary,3,No,No
-9413332.141,4034884.732,19561,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Chalker Elementary School,325 N Booth Rd NW,,Kennesaw,GA,30144,    ,(678)494-7621,PK,5,Not Virtual,188,157,31,13,120,104,92,104,133,115,,,,,,,,,681,681,0,108,162,326,0,47,46,34.045253,-84.561467,21-Suburb: Large,Cobb County,14.8,Not Applicable,Not Applicable,0,0,18,20,61,47,74,88,161,165,0,0,21,26,335,346,1,,,Regular school,Currently operational ,Elementary,38,No,No
-9421369.919,4015721.262,19562,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Dowell Elementary School,2121 W Sandtown Rd SW,,Marietta,GA,30064,    ,(678)594-8059,PK,5,Not Virtual,613,525,88,7,148,151,167,156,167,188,,,,,,,,,984,984,0,377,391,139,0,45,71.09999847,33.902533,-84.633623,21-Suburb: Large,Cobb County,13.8,1-Yes,1-Yes,0,0,15,17,190,187,199,192,74,65,0,0,24,21,502,482,1,,,Regular school,Currently operational ,Elementary,32,No,No
-9406320.318,4011800.768,19563,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Campbell Middle School,3295 Atlanta Rd SE,,Smyrna,GA,30080,    ,(678)842-6873,6,8,Not Virtual,1112,976,136,,,,,,,,584,533,465,,,,,,1582,1582,4,634,714,139,1,44,89.80000305,33.873222,-84.498532,21-Suburb: Large,Cobb County,17.6,1-Yes,1-Yes,3,1,23,23,328,306,369,345,73,66,0,1,24,20,820,762,1,,,Regular school,Currently operational ,Middle,46,No,No
-9427912.929,4014616.185,19564,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Varner Elementary School,4761 Gaydon Rd,,Powder Springs,GA,30127,    ,(770)222-3775,PK,5,Not Virtual,455,371,84,24,128,126,132,134,129,123,,,,,,,,,796,796,0,127,489,136,2,28,56.5,33.894192,-84.692437,21-Suburb: Large,Cobb County,14.1,1-Yes,2-No,0,0,10,4,62,65,249,240,68,68,1,1,16,12,406,390,1,,,Regular school,Currently operational ,Elementary,14,No,No
-9399627.831,4033540.027,19565,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Shallowford Falls Elementary School,3529 Lassiter Rd,,Marietta,GA,30062,    ,(770)642-5610,PK,5,Not Virtual,71,60,11,27,106,125,94,113,139,117,,,,,,,,,721,721,0,54,70,508,1,26,54.29999924,34.035212,-84.438353,21-Suburb: Large,Cobb County,13.3,Not Applicable,Not Applicable,0,0,26,36,33,21,37,33,264,244,1,0,12,14,373,348,1,,,Regular school,Currently operational ,Elementary,62,No,No
-9407054.113,4035803.158,19566,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Nicholson Elementary School,1599 Shallowford Rd,,Marietta,GA,30066,    ,(770)928-5573,PK,5,Not Virtual,201,153,48,22,70,70,77,97,66,94,,,,,,,,,496,496,2,117,77,265,0,26,41.5,34.051982,-84.505037,21-Suburb: Large,Cobb County,12,Not Applicable,Not Applicable,2,0,6,3,65,52,38,39,130,135,0,0,11,15,252,244,1,,,Regular school,Currently operational ,Elementary,9,No,No
-9395986.031,4028170.988,19567,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Timber Ridge Elementary School,5000 Timber Ridge Rd,,Marietta,GA,30068,    ,(770)642-5621,PK,5,Not Virtual,7,5,2,12,70,78,84,108,88,111,,,,,,,,,551,551,0,34,23,400,0,20,41.09999847,33.995301,-84.405661,21-Suburb: Large,Cobb County,13.4,Not Applicable,Not Applicable,0,0,33,41,12,22,15,8,214,186,0,0,12,8,286,265,1,,,Regular school,Currently operational ,Elementary,74,No,No
-9419943.095,4018292.001,19568,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Cheatham Hill Elementary School,1350 John Ward Rd SW,,Marietta,GA,30064,    ,(678)594-8034,PK,5,Not Virtual,324,282,42,12,179,157,175,188,174,185,,,,,,,,,1070,1070,0,217,249,506,0,51,75.59999847,33.921624,-84.6208,21-Suburb: Large,Cobb County,14.2,Not Applicable,Not Applicable,0,0,23,24,109,108,119,130,271,235,0,0,31,20,553,517,1,,,Regular school,Currently operational ,Elementary,47,No,No
-9417565.054,4008527.899,19569,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Sanders Elementary School,1550 Anderson Mill Rd,,Austell,GA,30106,    ,(770)819-2568,PK,5,Not Virtual,613,552,61,8,120,127,115,92,121,125,,,,,,,,,708,708,2,161,446,67,1,18,52.59999847,33.848837,-84.599405,21-Suburb: Large,Cobb County,13.5,1-Yes,1-Yes,1,1,9,4,81,80,240,206,35,32,1,0,9,9,376,332,1,,,Regular school,Currently operational ,Elementary,13,No,No
-9426880.18,4024385.49,19570,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Harrison High School,4500 Due West Rd NW,,Kennesaw,GA,30152,    ,(678)594-8104,9,12,Not Virtual,193,128,65,,,,,,,,,,,692,603,568,502,,2365,2365,7,137,318,1776,0,61,113.1999969,33.967096,-84.683107,21-Suburb: Large,Cobb County,20.9,Not Applicable,Not Applicable,1,6,29,37,74,63,158,160,853,923,0,0,28,33,1143,1222,1,,,Regular school,Currently operational ,High,66,No,No
-9430977.204,4027040.123,19571,1.30129E+11,2018-2019,GA,1301290,GA-633,Cobb County,Ford Elementary School,1345 Mars Hill Rd NW,,Acworth,GA,30101,    ,(678)594-8092,PK,5,Not Virtual,40,27,13,4,110,144,135,151,142,138,,,,,,,,,824,824,0,56,65,639,1,25,54.79999924,33.986912,-84.719918,21-Suburb: Large,Cobb County,15,Not Applicable,Not Applicable,0,0,20,18,27,29,26,39,354,285,1,0,15,10,443,381,1,,,Regular school,Currently operational ,Elementary,38,No,No
